material_id,化学式,元素,形成能_eV,稳定性_eV,带隙_eV,密度_g_cm3,晶胞体积
mp-1245065,Al2O3,"Al,O",-3.2091423195999997,0.21740868839999994,3.1609,3.0712825229747156,1102.5406034192827
mp-1245080,Al2O3,"Al,O",-3.2495555129000007,0.1769954950999999,3.6482,2.9995205004089294,1128.9183340103832
mp-1245081,Al2O3,"Al,O",-3.2254277408000003,0.20112326719999984,3.4702,2.999695448139517,1128.8524934262412
mp-1245104,Al2O3,"Al,O",-3.1606786400000004,0.26587236800000014,3.2726000000000006,3.0158178244782574,1122.8177175249177
mp-1245110,Al2O,"Al,O",-1.7200635674074074,0.18357588148148274,0.0,1.513156167466322,1381.984045297814
mp-1245111,Al2O3,"Al,O",-3.2658538131000006,0.1606971949,3.5496,3.106287401785614,1090.1160286086576
mp-1245173,Al2O3,"Al,O",-3.2726003617,0.15395064630000022,3.8148999999999997,3.046847540598429,1111.3827131260252
mp-1245183,Al2O3,"Al,O",-3.2263669933,0.20018401470000047,3.4985,3.025238792294083,1119.3211242620039
mp-1245191,Al2O3,"Al,O",-3.2487614344000004,0.17778957360000014,3.6453,3.001332099500094,1128.2369207711643
mp-1245196,Al2O3,"Al,O",-3.1945276731000005,0.23202333489999916,3.2057,2.9790587972046274,1136.6723239330026
mp-1245211,Al2O3,"Al,O",-3.3774906677500005,0.04906034024999961,4.9057,3.691950200962556,366.8753370799849
mp-1245215,Al2O,"Al,O",-1.7201258077777781,0.18351364111111135,0.0,1.5179329583364018,1377.6350727467407
mp-1245234,Al2O3,"Al,O",-3.2173836787,0.20916732930000048,3.1106999999999996,3.078078852323382,1100.106218395176
mp-1245237,Al2O3,"Al,O",-3.2080912088999995,0.21845979910000057,3.928,2.90933081546506,1163.9149690889826
mp-1245251,Al2O3,"Al,O",-3.2178144470000003,0.20873656100000026,3.264099999999999,3.2314290883583556,1047.8997352443585
mp-1245254,Al2O3,"Al,O",-3.1881371006,0.2384139074,3.4308000000000005,3.038132281741526,1114.5708521324113
mp-1245262,Al2O3,"Al,O",-3.2663511689,0.16019983910000057,4.0581,3.041938505833649,1113.1762458898363
mp-1245265,Al2O3,"Al,O",-3.1951873612000004,0.2313636468000002,3.3392999999999997,3.0049154266857805,1126.8915111818656
mp-1245279,Al2O3,"Al,O",-3.2329794689,0.19357153910000058,3.4983999999999997,2.97000997123265,1140.1354604699363
mp-1245323,Al2O3,"Al,O",-3.009694923,0.41685608500000004,1.7056999999999993,3.0344871739512387,1115.9097046841077
mp-1247839,Al2O3,"Al,O",-2.885215814250001,0.5413351937499993,1.3845999999999998,3.070219232546418,882.3379517020712
mp-1247845,Al2O3,"Al,O",-2.3327416178000004,1.0938093901999997,0.0,2.5570962407570907,331.0604458466793
mp-1247846,Al2O3,"Al,O",-3.2120829359999994,0.21446807200000073,3.6167000000000007,3.404554000532041,397.8452021172188
mp-1247880,Al2O3,"Al,O",-3.326816953,0.09973405500000077,0.00509999999999966,3.1890604005291894,477.8197862026635
mp-1247896,Al2O3,"Al,O",-3.231849478750001,0.19470152924999962,3.1918999999999995,3.082586752352194,439.3989799077363
mp-1247899,Al2O3,"Al,O",-3.3306254650000007,0.09592554299999989,3.5091,2.45988922651126,137.65716153625908
mp-1247914,Al2O3,"Al,O",-3.333673208000001,0.09287780000000012,3.9999000000000002,2.9299445670721194,346.7178585090572
mp-1359927,Al2O3,"Al,O",-2.4872824964999998,0.9392685115000008,0.9567999999999994,3.2838645849721106,412.4669088546351
mp-1143,Al2O3,"Al,O",-3.4265510080000006,0.0,5.8743,3.8734991245808144,87.42001939959368
mp-1938,Al2O3,"Al,O",-3.3331950944999997,0.09335591350000083,5.3131,3.9530686907205626,171.3207612152271
mp-2254,Al2O3,"Al,O",-3.4057255492500014,0.020825458749999193,4.829699999999999,3.7824052599769464,358.10162617765377
mp-7048,Al2O3,"Al,O",-3.409391490000001,0.017159517999999707,4.460699999999999,3.6263095283394695,93.37905823230228
mp-8022,Al2O,"Al,O",-0.1415348483333331,1.7621046005555563,0.0,2.5206489204927993,46.08949140220282
mp-32570,Al2O3,"Al,O",-3.3870269665000015,0.03952404149999911,5.296100000000001,3.695231826720428,366.5495259773137
mp-32591,Al2O3,"Al,O",-3.369453909125,0.05709709887500036,3.0751999999999997,3.5565843345044934,761.6776924534049
mp-638765,Al2O3,"Al,O",-2.6265864400000005,0.799964568,1.1078000000000001,2.7152933524122203,124.7089447312713
mp-642363,Al2O3,"Al,O",-3.146101382,0.28044962600000023,4.2487,4.015040275162124,84.33822462752025
mp-684591,Al2O3,"Al,O",-3.3011647952500005,0.12538621274999961,3.3432999999999993,3.4825522678543823,388.93471519816154
mp-684677,Al2O3,"Al,O",-3.2653915165000007,0.16115949149999942,3.9762999999999993,3.4774333260640407,389.507244986848
mp-684713,Al2O3,"Al,O",-3.223608216,0.20294279199999998,3.2218999999999998,3.285520964131543,412.258965700645
mp-684990,Al2O3,"Al,O",-3.2317083046666673,0.1948427033333333,3.1115,2.038257906325992,498.39821677748864
mp-685036,Al2O3,"Al,O",-3.3157597132500007,0.11079129474999938,3.2993999999999994,3.5732883588009394,379.0585417279813
mp-723985,Al2O3,"Al,O",-0.8655523580000001,2.56099865,0.0,3.2838645849721106,412.4669088546351
mp-752826,Al2O3,"Al,O",-3.332794542400001,0.0937564655999994,4.0173000000000005,3.4964438844135786,242.11840645052803
mp-754401,Al2O3,"Al,O",-3.3314271510000006,0.09512385699999992,4.2324,2.5834357145520066,131.07404481085925
mp-754531,Al2O3,"Al,O",-3.319276747500002,0.10727426049999877,4.369999999999999,3.228543563638121,209.7672600295253
mp-754624,Al2O3,"Al,O",-3.3518248820000016,0.07472612599999895,5.6671,3.8065985440225014,88.95641731038351
mp-754812,Al2O3,"Al,O",-3.341665016000001,0.08488599199999936,4.205500000000001,3.094645987901551,109.42168181400928
mp-755066,Al2O3,"Al,O",-3.3376221480000003,0.08892886000000022,5.2134,3.5618925874872445,190.13564294708064
mp-755175,Al2O3,"Al,O",-3.3446507790000006,0.08190022899999949,5.4924,3.796290496395147,178.3959204053059
mp-755483,Al2O3,"Al,O",-3.323472524000001,0.1030784839999992,4.0062999999999995,3.7626576031054078,44.99763256902408
mp-759943,Al2O3,"Al,O",-3.3914156911249997,0.03513531687500038,4.069800000000001,3.5745275446343103,757.854266079925
mp-1182893,Al5O8,"Al,O",-3.2314998423076924,0.0632607423076923,0.0,3.5767485196268485,244.1102709698692
mp-1228138,Al5O8,"Al,O",-3.1534142699999994,0.14134631461538572,0.0,3.423949787306056,127.50202318302033
mp-1244893,Al8O3,"Al,O",-1.3896869645454544,0.16783622090909134,0.0,1.2457515153639156,1406.8105005317375
mp-1229215,Al11O18,"Al,O",-3.1316544372413806,0.11766117379310259,0.0,3.061639527546271,634.3399986339136
mp-1245113,Al38O21,"Al,O",-1.8535871412711875,0.17911260923728722,0.0,1.592551353921605,1419.4006116183932
mp-1245250,Al38O21,"Al,O",-1.8460943997457633,0.18660535076271056,0.0,1.6315696844791892,1385.4562188139619
mp-2374583,SiO2,"O,Si",-3.1131829675,0.1596483763888905,5.0006,2.6312563843426218,606.6901160823915
mp-936187,SiO4,"O,Si",0.3754990373333328,2.339197843666666,0.0,2.0362895625081605,225.27383327878908
mp-972808,SiO2,"O,Si",-3.250877761666666,0.016306131666667056,5.5882,2.3004191283391373,173.4854772325664
mp-985570,SiO2,"O,Si",-3.2643508204166665,0.008480523472224277,5.599,2.3577983813543613,338.52708821149986
mp-985590,SiO2,"O,Si",-3.2631102391666666,0.009721104722222762,5.515899999999999,2.122090946812149,376.12837556690044
mp-1021503,SiO2,"O,Si",-2.875695295,0.39713604888889,4.528499999999999,3.616399587026764,55.17771207397914
mp-1071820,SiO2,"O,Si",-2.8303796683333338,0.44245167555555653,4.689299999999999,2.434757208771469,81.95669549248659
mp-1179447,SiO2,"O,Si",-3.249457960833334,0.023373383055556474,6.4741,1.7711175326825737,450.66383562966627
mp-1179454,SiO2,"O,Si",-3.25399227,0.0188390738888895,6.0799,1.9101332163628038,208.93271050213397
mp-1179488,SiO2,"O,Si",-2.172436067619048,1.1003952762698423,0.14189999999999992,1.9717222205042593,1416.8452042344081
mp-1179508,SiO2,"O,Si",-2.9368112555555563,0.3360200883333331,6.088100000000001,3.1290862338775285,95.65635471963952
mp-1179529,SiO2,"O,Si",-3.100148619722223,0.1726827241666662,5.4475999999999996,1.252652426075424,955.7862229154617
mp-1188220,SiO2,"O,Si",-3.256301328333334,0.016530015555556332,5.4517999999999995,1.6886419875287537,354.50614748027886
mp-1195265,SiO2,"O,Si",-3.255179516597223,0.017651827291667033,5.7794,1.7365340535461955,5515.666927461929
mp-1199998,SiO2,"O,Si",-3.2463832864912283,0.026448057397661984,5.5867,1.5139601846520503,2504.259019772263
mp-1200292,SiO2,"O,Si",-3.2569083978819444,0.015922946006945438,5.7076,1.6982994006212775,5639.84386030652
mp-1200685,SiO2,"O,Si",-3.166215164791667,0.1066161790972231,5.6843,1.715003668599166,930.8185577021425
mp-1201738,SiO2,"O,Si",-3.22127844125,0.051552902638890785,5.5295000000000005,2.8045766199971056,1138.3944584555557
mp-1201887,SiO2,"O,Si",-3.2546975126388884,0.01813383125000101,5.5322,1.6525195465704015,1449.0212033247046
mp-1203655,SiO2,"O,Si",-3.2420594160416676,0.030771927847222713,5.4771,1.6630227784237275,2879.7391027423755
mp-1204026,SiO2,"O,Si",-2.961599915972222,0.3112314279166686,4.1957,2.546141584204552,1880.9133606268977
mp-1204057,SiO2,"O,Si",-3.250247887129631,0.02258345675925888,5.6518,1.563004391966636,4596.0252079832
mp-1204070,SiO2,"O,Si",-2.9733567809259274,0.2994745629629634,4.4735,2.869771887922255,625.7995292152056
mp-1205213,SiO2,"O,Si",-3.195442282407409,0.07738906148148139,5.3103,1.7872991803873215,4019.2529960822626
mp-1244945,SiO2,"O,Si",-3.15194057,0.12089077388889002,5.0169999999999995,2.0820942021270126,1437.576563204275
mp-1244965,SiO2,"O,Si",-3.089458676470588,0.18337266741830227,1.5998,2.0641751409489975,1643.3969532820543
mp-1244968,SiO2,"O,Si",-3.0207336975490193,0.25209764633986964,2.9151,2.011112768518672,1686.757297142904
mp-1245026,SiO2,"O,Si",-3.1085520138235294,0.16427933006536044,1.9065000000000003,2.0857732878108113,1626.379605827913
mp-1248957,SiO2,"O,Si",-3.2512514152083334,0.02157992868055736,5.7492,1.6304018583838011,1958.2377596671902
mp-1249090,SiO2,"O,Si",-3.2499334927450976,0.02289785114379228,5.7815,1.4151135114087607,2397.1639803644493
mp-1249332,SiO2,"O,Si",-3.254438631481482,0.01839271240740814,5.665900000000001,1.5679120739539227,2290.8196527728965
mp-1249637,SiO2,"O,Si",-3.25277012922619,0.020061214662700166,5.7045,1.5295459049773563,3652.8817645982786
mp-1249969,SiO2,"O,Si",-3.249235487166667,0.023595856722224084,6.5095,1.609733477424321,1239.613003990601
mp-1250261,SiO2,"O,Si",-3.251426622222222,0.02140472166666818,6.4818999999999996,1.6067296809902027,1117.7374250720209
mp-1250551,SiO2,"O,Si",-3.254659047202381,0.018172296686508105,5.6892,1.804289751542909,6193.29610405414
mp-1250639,SiO2,"O,Si",-3.2579451911388895,0.014886152749999937,5.6677,1.7156107720643832,6978.668765898773
mp-1256499,SiO2,"O,Si",-3.2106825141666673,0.06214882972222213,5.9289000000000005,1.7955349599027108,2667.211628136479
mp-1256614,SiO2,"O,Si",-3.252113257222223,0.02071808666666719,5.760400000000001,1.6457476093178172,2182.475473455134
mp-1257168,SiO2,"O,Si",-3.2441013135555554,0.02873003033333532,5.5917,1.5798091795262081,3789.2802069411478
mp-1258196,SiO2,"O,Si",-3.2604787891176468,0.012352554771242197,5.6532,1.7807076755692732,1905.0061861454426
mp-1265115,SiO2,"O,Si",-3.1413317249999992,0.13149961888889017,5.506200000000001,2.088805192343383,382.12209714694416
mp-1268079,SiO2,"O,Si",-3.2523078253645834,0.020523518524306894,5.6742,1.6058095737083118,3976.454661614391
mp-1353259,SiO2,"O,Si",-3.1026138788888895,0.17021746500000035,5.534728918799781,1.2482126641255813,959.1858545861247
mp-1365799,SiO2,"O,Si",-3.06835828375,0.20447306013888955,5.793,0.5719008336494148,2791.3182624209176
mp-1391176,SiO4,"O,Si",-0.5204082739999999,1.4432905323333332,0.14840138481390758,1.9821640511248029,231.42522191919176
mp-1398433,SiO2,"O,Si",1.3944435333333327,4.667274877222223,0.0,2.033581259998318,196.24950237551354
mp-6922,SiO2,"O,Si",-3.2637548416666684,0.00907650222222145,5.536,2.435363186396876,122.90445400834437
mp-6930,SiO2,"O,Si",-3.2722056394444454,0.0006257044444453186,5.6695,2.6322575685205125,113.71113006405524
mp-6945,SiO2,"O,Si",-3.2674606008333336,0.005370743055555849,5.503699999999999,2.309027516318023,172.83869832405802
mp-6947,SiO2,"O,Si",-3.0711202299999996,0.20171111388889074,5.0156,4.134211700498967,48.26667563572915
mp-7000,SiO2,"O,Si",-3.2728313438888907,0.0,5.678,2.634242418262655,113.6254509687595
mp-7029,SiO2,"O,Si",-3.2675252075000003,0.005306136388890437,5.5081,2.336017323458337,170.84175973661502
mp-7087,SiO2,"O,Si",-3.2536242800000004,0.019207063888890374,5.3696,1.9706992687989644,202.51152300780183
mp-7648,SiO2,"O,Si",-3.2608205575000007,0.012010786388890082,5.424499999999999,2.148979200827146,185.71110886565558
mp-7905,SiO2,"O,Si",-2.8503075149999995,0.42252382888889084,4.7797,2.342949645189757,85.16813648432405
mp-8059,SiO2,"O,Si",-3.26345831625,0.009373027638890363,5.597,2.2473874776811256,355.1584355418974
mp-8352,SiO2,"O,Si",-3.2522801433333335,0.02055120055555726,5.372,1.9707343297772915,101.25396008094606
mp-8602,SiO2,"O,Si",-3.256519518137255,0.016311825751634146,5.5296,1.6747280149618162,2025.558244306005
mp-9258,SiO2,"O,Si",-2.6957873175000002,0.5770440263888901,4.0091,4.415008882327144,90.39377291229376
mp-10064,SiO2,"O,Si",-1.9948878100000005,1.27794353388889,1.7393,4.146372204259828,24.062559428747754
mp-10851,SiO2,"O,Si",-3.263757990555557,0.009073353333333145,5.5362,2.435533950482232,122.89583673299464
mp-10948,SiO2,"O,Si",-3.012992233333333,0.2598391105555571,5.2559,4.216929108859675,94.6397959302569
mp-11684,SiO2,"O,Si",-3.2591054741666667,0.013725869722224004,5.5458,2.905899681230471,274.67521531634554
mp-12350,SiO2,"O,Si",-3.1331678899999993,0.13966345388889145,6.1956,0.8927451746504805,894.0721756823554
mp-12787,SiO2,"O,Si",-3.270059158333334,0.0027721855555569164,5.6273,2.638756646234437,226.86213460666156
mp-15078,SiO2,"O,Si",-3.255250936296297,0.01758040759259316,5.6346,1.7714059441818617,1013.8285367706783
mp-16964,SiO2,"O,Si",-3.2607024966666662,0.012128847222223627,5.6779,1.956706232252907,611.8792444208716
mp-17279,SiO2,"O,Si",-3.252491369375001,0.020339974513889914,5.7151,1.6805139235541446,949.9220559167986
mp-17909,SiO2,"O,Si",-3.251443987222224,0.02138735666666669,5.7313,1.5120982725207326,791.7924070825253
mp-18280,SiO2,"O,Si",-3.2570337502777775,0.015797593611113214,6.5146999999999995,1.7092876121826952,700.448492349192
mp-32667,SiO2,"O,Si",-3.0259527766666667,0.24687856722222357,5.3845,4.195638145622622,142.68007504336956
mp-32761,SiO,"O,Si",-2.0471493825000007,0.40747412541666694,0.0,2.5801999474067014,170.2302929034805
mp-32895,SiO2,"O,Si",-3.2509115556944446,0.02191978819444529,5.7862,1.2925538610264087,3705.123529610678
mp-34150,SiO2,"O,Si",-2.9258573972916664,0.3469739465972239,0.3602000000000001,1.636679902657333,975.3631352517338
mp-530546,SiO2,"O,Si",-3.2556068341975313,0.017224509691358136,5.5611999999999995,1.6368751528507814,3291.457922045618
mp-532105,SiO2,"O,Si",-3.255479562098765,0.017351781790125642,5.558,1.6128370494366637,3340.514586474914
mp-542814,SiO2,"O,Si",-3.265347307499999,0.007484036388891724,5.5103,2.2357112178231136,1071.0398743808114
mp-545488,SiO2,"O,Si",-2.5696693241666666,0.7031620197222237,0.3344999999999998,2.3779010503725755,167.83259768202274
mp-545719,SiO2,"O,Si",-3.1175655958333337,0.15526574805555704,4.8353,2.188688700324228,182.34174200091564
mp-546546,SiO2,"O,Si",-3.231327901666665,0.04150344222222557,5.5604000000000005,2.0893477151957516,143.2585780524745
mp-546794,SiO2,"O,Si",-3.2671838933333333,0.005647450555557043,5.6895999999999995,2.2236128861254056,89.73893630609501
mp-553881,SiO2,"O,Si",-2.906963845833333,0.3658674980555574,3.602,3.062423753943854,130.31812132494207
mp-553945,SiO2,"O,Si",-3.2557651090625,0.01706623482638925,5.6059,1.7080821026103659,1869.180923820624
mp-553993,SiO2,"O,Si",-3.2261988037500005,0.046632540138888956,5.6413,1.554712693898648,1026.7860084529711
mp-554089,SiO2,"O,Si",-3.2660737250000005,0.006757618888888928,5.665800000000001,2.2578720498038316,176.75461740602768
mp-554151,SiO2,"O,Si",-3.2609318675000005,0.011899476388888885,5.7147,2.0908632096703403,190.87298894974714
mp-554175,SiO2,"O,Si",-3.1688811729166666,0.10395017097222414,5.7494,1.624857146007125,982.4600551391235
mp-554243,SiO2,"O,Si",-3.2559250316666675,0.016906312222221942,6.3702,1.8514146589109108,323.3386765039466
mp-554258,SiO2,"O,Si",-3.25519786375,0.017633480138890434,5.4489,1.8024077515419816,885.6804127110838
mp-554267,SiO2,"O,Si",-3.2511889116666666,0.021642432222224173,5.6122000000000005,1.928351744994017,827.8350904618346
mp-554397,SiO2,"O,Si",-2.6095778504166667,0.6632534934722232,0.8752,2.42924853706417,328.57017651816955
mp-554498,SiO2,"O,Si",-2.3819151958333333,0.890916148055557,0.5029000000000001,2.052495757493227,583.3229747606287
mp-554543,SiO2,"O,Si",-3.2514870154166666,0.021344328472222784,5.4402,1.8248092853011744,437.40385752034615
mp-554573,SiO2,"O,Si",-3.265365126666667,0.0074662172222232925,5.6232,2.2062458042303836,180.8906829645195
mp-554665,SiO2,"O,Si",-3.0679138754166666,0.2049174684722228,4.8029,2.117190556733614,376.9989517906709
mp-554682,SiO2,"O,Si",-3.2563146407638888,0.016516703125001087,5.7065,1.6930091848344733,2828.733456780571
mp-554755,SiO2,"O,Si",-3.2494789109375,0.023352432951389446,5.6152,1.4651788999708466,2179.0611935390584
mp-554946,SiO2,"O,Si",-3.255766842777778,0.01706450111111124,5.7187,1.7084841634074466,2803.111568928227
mp-555147,SiO2,"O,Si",-3.1914221316666675,0.08140921222222275,5.3558,2.639877869344921,151.17718700140955
mp-555165,SiO2,"O,Si",-3.2498572618750003,0.022974082013890396,5.6892,2.5155044922413228,634.6071915924107
mp-555211,SiO2,"O,Si",-3.253195799791667,0.019635544097223345,5.6207,1.5479107658428222,1031.2979769154574
mp-555235,SiO2,"O,Si",-3.265922550833333,0.0069087930555564725,5.5109,2.1950237327034943,181.81548762723517
mp-555251,SiO2,"O,Si",-3.255319074166666,0.017512269722223195,5.641,1.8597475365084972,214.59327273211113
mp-555355,SiO2,"O,Si",-2.474478113055556,0.7983532308333343,1.2528,2.253858050320162,531.2082235056669
mp-555394,SiO2,"O,Si",1.5161178562499995,4.788949200138889,4.0687,0.5719008336494148,2791.3182624209176
mp-555411,SiO2,"O,Si",-2.715683043333333,0.5571483005555571,1.6065,2.399480347158499,332.64645054288303
mp-555483,SiO2,"O,Si",-3.2592844341666676,0.013546909722222722,5.5941,2.4353772615719738,163.87165824864348
mp-555497,SiO2,"O,Si",-3.0172265623611114,0.2556047815277793,4.3073999999999995,2.7102967157872717,883.4958356924722
mp-555521,SiO2,"O,Si",-3.2573140737500004,0.015517270138889927,5.5805,1.6989712398893289,1879.2045489402703
mp-555544,SiO2,"O,Si",-3.090083860416667,0.18274748347222314,4.3252999999999995,2.0154250662857365,396.0348781910594
mp-555556,SiO2,"O,Si",-3.256921511875001,0.015909832013889513,5.6138,2.001834016700103,797.4473547466503
mp-555676,SiO2,"O,Si",-3.0182571762499997,0.25457416763889107,4.5916,2.252291924936925,354.38506518289466
mp-555700,SiO2,"O,Si",-3.25534563375,0.017485710138890553,5.484,1.8506983036436861,862.5702190986093
mp-555740,SiO2,"O,Si",-3.2505266166666673,0.022304727222222098,5.5865,2.648581061455718,301.3608426962711
mp-555791,SiO2,"O,Si",-3.2265414217361115,0.04628992215277883,5.7383999999999995,1.1062949829773714,4328.928357687431
mp-555823,SiO2,"O,Si",-2.481692340833333,0.791139003055557,1.2338,2.1438597790216876,558.4637310052392
mp-555891,SiO2,"O,Si",-3.2651693141666676,0.007662029722222741,5.5678,2.246806325836915,177.62514985183805
mp-555960,SiO2,"O,Si",-3.010651051875,0.26218029201388937,5.3346,0.9377696221568234,1702.291483475245
mp-556027,SiO2,"O,Si",-2.743641011111111,0.5291903327777794,2.4692,1.6234637612411913,368.7387299699159
mp-556044,SiO2,"O,Si",-1.8154653044444444,1.4573660394444454,0.0,1.7590087891581896,680.6492033035814
